,title,article,link,summary
18,Virtual influencers are burning up South Koreans’ Instagram feeds,,https://www.economist.com/asia/2023/10/05/virtual-influencers-are-burning-up-south-koreans-instagram-feeds,
19,New Zealand tires of its cuddly liberal government,"ty to solve their problems either. Combined, Labour and National are likely to receive their lowest ever share of the vote, says Mr Hooton. Never before have both the two main parties been so unpopular. New Zealand’s system of proportional representation is boosting minor parties on both sides.\nTo reach a majority of 61 seats in the country’s unicameral parliament, Mr Luxon will need support from ACT, a growing libertarian party, and possibly an old stalwart, New Zealand First. Its 78-year-old leader, Winston Peters, lost his seat at the previous election, but is staging a comeback by stoking anger against a “cultural cabal” of “elite virtue-signallers”. The two smaller parties disagree on most things, but both appeal to disaffected conservatives by pledging toughness on crime and thrusting race into political debate by promising an end to the so-called “Maorification” of New Zealand. Between them, they could win almost 20% of the vote.\nA putative right-wing coalition would not signal that New Zealand is “moving into that brand of hard-right politics that we’ve seen in Italy and Austria,” says Sir John. Its electoral system keeps politics relatively centrist and “punishes small parties who are in government that don’t act as good, stable partners”. Ms Ardern pioneered a cuddlier politics, but Kiwis now seem to want a spikier approach. ■",https://www.economist.com/asia/2023/10/05/new-zealand-tires-of-its-cuddly-liberal-government,
20,Japanese firms are leaving Tokyo for the sticks,"t clients and business partners. And while some employees might enjoy life in the idyllic countryside, plenty prefer the conveniences of the capital. Those with children worry about losing access to high-quality schools and colleges.\nAnother problem has been a lack of planning and co-ordination among the authorities. Instead of creating new economic hubs, many relocation efforts amount to “simply scattering [firms] across the country”, says Sato Motohiro of Hitotsubashi University in Tokyo. He believes that this is a hangover from Japan’s bygone boom period, where officials promoted an idea of “balanced development” in which the country’s thousands of municipalities were expected to grow at roughly the same pace. In recent years some alternative growth centres have emerged, though not enough to challenge Tokyo’s dominance. Hokkaido has attracted enterprises with its vast spaces. Kyushu, the southern region where TSMC, a Taiwanese semiconductor firm, is building a factory, promotes itself as Silicon Island. “The government needs to think more about differentiating between areas that need investing in, and those that don’t,” says Mr Sato. “Otherwise, Tokyo will keep winning.” ■",https://www.economist.com/asia/2023/10/05/japanese-firms-are-leaving-tokyo-for-the-sticks,
21,"M.S. Swaminathan, the man who fed India","impose tariffs on others illustrates the threats to Mr Swaminathan’s legacy. The growth of agricultural yields across the world has slowed in recent years amid rising temperatures and increasingly unpredictable growing conditions. India imposed the latest restrictions following an erratic monsoon. The rains arrived late, delaying the rice-planting season. When at last they came, they were so fierce that fields were inundated and crops destroyed, with some farmers losing what little they had managed to plant. The previous summer, heatwaves shrivelled as much as 15% of the wheat crop in some regions. Such extreme weather will become increasingly frequent as the Earth warms. India and the rest of South Asia are particularly vulnerable. \nEven as he campaigned for women’s empowerment and policies to improve nutrition in recent years, Mr Swaminathan sounded the alarm on what global warming would mean for food security. “Farmers can no longer rely on historical averages for rainfall and temperature,” he wrote in 2011. Drought and floods may “spell disaster”. His successors are developing wheat and rice varieties that are better able to cope with these threats. \nYet there are signs that such innovations may be insufficient, meaning vast swathes of arable land could eventually be abandoned. Other methods popularised during the green revolution have, meanwhile, fallen out of favour. Mechanical irrigation and intensive monocultures, for example, have turned out to degrade the environment by depleting groundwater and stripping the soil of nutrients. Yet they remain in widespread use in India and elsewhere, storing up vulnerabilities in the global food system. A new and greener revolution in food production is urgently needed. ■\nRead more from Bagehot, our columnist on British politics: \nBlind optimism is the only bet for Britain’s Tories (Sep 28th)\nRussell Brand was the norm in the nasty noughties (Sep 19th)\nCentrists need to stop worrying and learn to love politics (Sep 14th)\nAlso: How the Bagehot column got its name",https://www.economist.com/asia/2023/10/03/ms-swaminathan-the-man-who-fed-india,
22,Communist rappers are luring young disgruntled Chinese,", whose real name is Zhou Yan, are helping. In 2018 Chinese netizens speculated that, after gai’s rise to stardom on reality TV shows, his performing days on officially approved platforms might be numbered: that year the government reportedly ordered broadcasters not to use artists representing “hip-hop culture”, or even sporting tattoos (gai has plenty: “Badkidz” says one in English). “Hip-hop’s prospects in China seem dim after Chinese rappers removed from TV shows”, said a headline in Global Times, a staunchly party-loving tabloid. The story noted gai’s disappearance from the airwaves. But the newspaper’s prediction soon proved wrong. The league began to turn to rappers, including gai, to make itself appear more in tune with the country’s youth.\nSlick videos featuring these and other singers have been pushed out by the league through a plethora of social-media accounts. By August last year, the organisation’s central administration was running 26 of these with a total of more than 200m followers, according to China Youth Daily, the league’s newspaper. The league’s main account on WeChat had a following of 110m, making it one of the biggest accounts on social platforms, the report said. Online, the organisation began referring to itself as tuantuan (“league-league”). In Chinese, doubling a syllable makes a name sound cuter—pandas’ names are routinely formed this way.\nAttack, attack\nTo Western ears, the rhetoric used by these accounts is often far from endearing. Mr Xi has pushed the new-look league to the front line of China’s online nationalism, using it to flood the internet with criticism of the West and of anyone in China with negative views of the party. “Why can’t we voice our opinions?” he asked the league’s leaders in 2013. “Good prevails over evil. When positive voices online become powerful, the impact of negative public opinion can be reduced.”\nLeague accounts have been used to heap vitriol on Western journalists, sow disinformation and to attack dissidents suspected of trying to foment a “colour revolution”. In 2021 the league promoted a conspiracy theory that sars-CoV-2, the virus that causes covid-19, was developed in an American military lab. The hashtag the league created on Weibo to spread this story has been viewed about 1.5bn times—an average of more than once per person in China. In recent weeks the league’s accounts have whipped up public anger against Japan for releasing treated wastewater from the Fukushima nuclear plant, which was destroyed by a tsunami 12 years ago—ignoring support for the plan among many scientists elsewhere.\nThere is no doubt that nationalist rhetoric excites many young Chinese. It is less clear, however, how much the league’s online presence is helping it recruit the kind of people it says it needs to create “healthy and vigorous new blood” for the party itself. Of Chinese aged between 14 and 28, about one-third are members (the league’s officials can be older). But official statistics show that membership has fallen by nearly 20% since Mr Xi became China’s leader. \nThis may not reflect any change in young people’s desire to join. Mr Xi’s reforms have aimed to make the league more elite. Teachers have been told not to sign up entire classes, as once was common (and is still the accepted practice for the Young Pioneers, a league-controlled organisation for children aged six to 14). Schools have been given quotas for how many students they can recruit.\nThe league is not trying to raise the ratio of members to non-members in its target age-group. Indeed, it has set a cap of 30% for 2025, which suggests that it plans little change. But it is trying to expand membership in private firms and NGOs. Among China’s 50m registered private firms, the league’s presence is still tiny. Between 2018 and January 2022, however, the number of league branches in such businesses more than tripled to above 300,000. In Yinchuan this year, league officials announced a plan to establish branches in all of the firms in the western city’s industrial parks by September. With the help of a recently developed database, known as Smart League Building, the organisation can keep much better tabs on such activity. All league members have to register their personal details on this system.\nMr Xi’s eagerness to boost the league’s influence may seem at odds with a common belief that at least part of his decade in power involved a struggle with senior leaders who had once served in senior roles in the league. Such officials are often referred to as members of the tuanpai, or “league faction”. Under Mr Xi they have become far more marginal at the top of the party hierarchy. But there is little evidence that the league has operated as a factional bastion. More likely, Mr Xi prefers to surround himself with former colleagues, and he has never held office in the league. Jérôme Doyon of Sciences Po, a university in Paris, notes that the league’s administration is still a big source of recruitment for leadership positions in the provinces.\nAs Mr Xi sees it, the league has a crucial role to play. Even a decade ago he was warning its officials of a global “clash of ideologies” involving ceaseless efforts by “domestic and foreign hostile forces” to Westernise and divide China. This was making it even more imperative, he said, to provide China’s youngsters with “strong guidance” on their ideals and beliefs. Which is why, between occasional outings to revolutionary sites and performing good deeds in their neighbourhoods, recruits can expect plenty of time in the classroom, studying the thoughts of Mr Xi. ■\nSubscribers can sign up to Drum Tower, our new weekly newsletter, to understand what the world makes of China—and what China makes of the world.",https://www.economist.com/china/2023/10/02/communist-rappers-are-luring-chinas-disgruntled-youth,
23,An unusual museum in China is dedicated to Vinegar Joe,"writing letters—may be the Communist Party’s evolving view of the second world war. After seizing control of the mainland in 1949, the party refused to acknowledge America’s help during the conflict owing to its support for the KMT. But its attitude has slowly changed. Today it recognises America’s role in helping China to fight Japan. Moreover, the party under Mr Xi has shifted from portraying China as a victim of the second world war to a victor. This reassessment has helped shape China’s assertiveness abroad and rising nationalism at home, writes Rana Mitter, a British academic who specialises in Chinese history, in his book “China’s Good War”. \nSome people are evoking Sino-American co-operation during the second world war to call for better relations today. In his letter to the pilots, Mr Xi said America and China “should and must achieve mutual respect”. But there was little respect between leaders back then. In his diary, Stilwell described an urge to bite a radiator after noting that Chiang “sits on his hands and watches with great glee the fool Americans who actually get out and fight.” Not long after he delivered Roosevelt’s note to the KMT leader, the general was recalled. The relationship between Stilwell and Chiang had reached breaking point. ■",https://www.economist.com/china/2023/10/05/an-unusual-museum-in-china-is-dedicated-to-vinegar-joe,
24,Many of the world’s new mpox cases are in China,"nfections. \nWith mpox, too, there are signs of a shift in official thinking. On September 20th the government reclassified the disease, putting it on the same level as HIV. This should unlock more resources for tackling it. Also last month Mr Wu, the epidemiologist, co-wrote a letter to the Lancet, a medical journal, warning that “the global spread of mpox could be exacerbated if local transmission is not controlled immediately”. He suggested that China should start using vaccines and try to reduce fears of the disease. Better late than never. ■\nSubscribers can sign up to Drum Tower, our new weekly newsletter, to understand what the world makes of China—and what China makes of the world.",https://www.economist.com/china/2023/10/05/many-of-the-worlds-new-mpox-cases-are-in-china,
25,Genocide returns to Darfur,"lie down while shouting: “You are Masalit, you are not allowed in this town.” Then they shot all eight of them. Elsewhere people lied about their ethnicity to survive. But speaking with a Masalait accent could mean death. UN data appear to back up allegations that men are being singled out and shot when they try to leave, as only one adult man reaches Chad from el-Geneina for roughly every two adult women who do so. Arab militias also tried to hunt down particular Masalit leaders such as Hatim Abdallah El Fadil, a vocal civil-society activist. “I was on a list,” he says. \nZahara Adam Khamis, a women’s rights activist, weeps as she recounts how a 27-year-old university student she knows was gang-raped by five militiamen in front of her mother. ”The baby will be Arab,” they said as they finished.\nThe fighting in West Darfur also appears more one-sided than in 2003, when the conflict began with rebel attacks. This time, after skirmishes between the RSF and the SAF in el-Geneina in April, government forces quickly retreated as the RSF, aided by Arab militias, attacked Masalit neighbourhoods. Some Masalit descended on a police-weapons depot where policemen allowed the crowd to grab Kalashnikov rifles. Yet the Masalit were outgunned. No one knows exactly how many were killed, but the UN has credible reports of at least 13 mass graves. On June 14th the governor of West Darfur, a Masalit, publicly accused the RSF of genocide. Hours later he was gruesomely killed, reportedly by RSF forces, a charge they deny. \nEven after people fled from towns they faced murder and ambush on the way to Chad. Bodies littered the road. One man, call him Khalid as he asked that we not use his real name, fled to Chad in 2003 without facing violence on the way. This time he tried to reach Chad safely by taking a route far to the south at night with a group of about a hundred people. Yet as they neared the border, headlights lit them up. Seconds later the firing started, killing around 20. \nToday the RSF wields not just Kalashnikov rifles but also rocket-launchers and machineguns. The difference is grimly evident at a hospital in the Chadian town of Adré, close to the border with Sudan. Before Abdul Samad was hit by a rocket he hoped to be an electrician. Now the 19-year-old sits looking at the stump of his right leg and the mangled clump of burnt flesh that is all that remains of his left foot. \nThe RSF has heavier weapons thanks to foreign backers. The United Arab Emirates (UAE) is understood still to be shipping weapons to the RSF through Chad. A $1.5bn loan from the UAE to Chad seemingly smoothed the way. Evidence for this traffic is “pretty clear”, says a Western diplomat. The New York Times reported that weapons are being shipped under the guise of an aid mission. The UAE has said its operation is purely humanitarian.\nIn parts of West Darfur there has been a lull in violence since the terrible peaks of June. That is partly because in some places fully 70% of the population has fled. More than 420,000 went to Chad. The mud of the rainy season also makes it difficult for the RSF to mount large attacks on other towns and villages. But the rains are ending and the chances of calm are fading, both in Darfur and between the RSF and SAF. “We will see a very distinct uptick in the level of violence,” predicts Ms Khair. Many also fear there will be more air strikes by the SAF, which last month bombed a market in Nyala, the capital of South Darfur.\nSome among the Masalit, meanwhile, are said to be training to fight and are trying to arm themselves in Chad. Ismat Adam Abdallah is a soft-spoken English teacher. But after 18 members of his extended family were killed, he has changed. “We will take it back by force,” he says of their lost land. “We need weapons, we need vehicles.” Would he fight? “Yes,” he avers vigorously, “because I lost everything.” ■",https://www.economist.com/middle-east-and-africa/2023/10/05/genocide-returns-to-darfur,
26,The drawdown of African peacekeepers from Somalia has stalled,"t has recruited 10,000 new soldiers in the past year, but needs time to train more and stabilise the areas it holds.  \nLittle of this is likely to change much before the end of 2024. Yet even if ATMIS leaves on schedule, foreign soldiers may stay on under different hats. Ethiopia and Kenya, which have both contributed troops, share borders with Somalia and worry about regional stability. The Somali government will almost certainly seek new arrangements with them to keep some boots on the ground, says Omar Mahmood of the International Crisis Group, a think-tank, though there are lingering questions about who would pick up the tab.\nWhen it finally goes, the AU mission will leave a mixed legacy. In the early years it drove al-Shabab from the main towns and carved out a space for the Somali government to operate. But it could not do the politicians’ job for them. Rather than uniting against the militants, Somali leaders have spent much of the past decade arguing over the division of power. Outsiders can help fight the war, but they cannot make the peace. ■",https://www.economist.com/middle-east-and-africa/2023/10/02/the-drawdown-of-african-peacekeepers-from-somalia-has-stalled,
27,Egypt’s rushed election shows Abdel-Fattah al-Sisi is nervous,"he fund’s main demands: sell state-owned assets and float the currency.\nMr Sisi’s government has made half-hearted progress on the former. It sold stakes worth $1.9bn in the six months to June, barely missing its $2bn target, and hopes to shift another $5bn by June 2024. But it refuses to divest the army’s economic empire, which is a big obstacle to growth because it crowds out a growing number of private firms. In August Mr Sisi held a meeting about how to grow Egypt’s iron-and-steel industry. His only guests were uniformed generals; no businessmen were at the table.\nFloating the currency will be harder. The black-market rate is still around 20% below the official one. A weaker pound will trigger more inflation (the IMF estimates it will hit 32% year-on-year in 2024, up from 24% this year). Even boosterish analysts at Egyptian banks doubt the central bank will get close to its 7% inflation target.\nAt the same time, Egypt will have to repay $29.2bn in external debt next year (see chart), up from $19.3bn in 2023. That is equal to 85% of its $34.4bn in foreign reserves, a figure mostly made up of deposits from wealthy Gulf states. Although they seem willing to roll over those deposits indefinitely, they are fed up with Mr Sisi and reluctant to offer him more money.\nSo are private investors. Interest rates have more than doubled since early 2022, to 19.75%, but high inflation means real rates are negative. State-owned banks offer 9% interest on dollar deposits, returns that have a whiff of a Ponzi scheme about them. Moody’s, a rating agency, has Egypt under review for a possible downgrade (it docked the country to a dismal B3 in February). JPMorgan Chase, a bank, may remove the country from its emerging-markets bond index because of concerns that investors cannot repatriate funds.\nThe current-account deficit has narrowed, but Egypt still registered a $5.3bn shortfall in the nine months to March. Goldman Sachs, another bank, estimates that Egypt needs an extra $11bn in financing over the next five years. Officials hope to plug the gap with state-asset sales, borrowing from Asian countries and the IMF loan. But the maths look daunting.\nMr Sisi offers nothing but empty talk. In June he insisted that he would not approve another devaluation; last month he said the “end is near” for the economic crisis. He also told young people they could earn a “respectable income” by donating blood every week. Mostafa Madbouly, the prime minister, brags that Egypt has spent 9.4trn Egyptian pounds ($300bn) on infrastructure projects over the past decade. Even if that is true, much of it has been wasted on white-elephant projects, from a vast, desolate new capital city in the desert to an expansion of the Suez canal that has fallen far short of revenue projections.\nThe never-ending story\nThis election should be Mr Sisi’s last: the constitution forbids a fourth term. Then again, it used to forbid seeking a third. He fixed that in a sham 2019 referendum, creating a loophole that allowed him to run again. Some of his supporters see that as a mistake. Even before the last election, they urged him to stop at two terms. “I told him he could retire as the man who saved Egypt from chaos,” one recalls. “Stand down and bring new ideas.”\nFriendly advice has turned to furtive scheming. Businessmen, politicians and some army officers have tried to enlist a real challenger. By rushing the poll, the president hopes to pre-empt such plots.\nAgain, though, this is democratic logic applied to an undemocratic country. Though remembered as a revolution, the ousting of Hosni Mubarak in 2011 could also be called a coup: the army turned on the ruler to preserve the ruling system. History could be repeated, especially if soaring prices spark unrest. At small protests on the night Mr Sisi announced his candidacy people chanted “irhal” (leave), a popular slogan from 2011. Mr Sisi will win a new six-year term, but there are no guarantees he will be allowed to finish it. ■",https://www.economist.com/middle-east-and-africa/2023/10/03/egypts-rushed-election-shows-abdel-fattah-al-sisi-is-nervous,
28,Egypt’s bread subsidies are unsustainable, daily government-sponsored bread. ■,https://www.economist.com/middle-east-and-africa/2023/10/05/egypts-bread-subsidies-are-unsustainable,
29,"After a brutal campaign, Poland gets ready to vote","f PiS’s own female voters. Earlier this year PiS had to water down a bill to investigate Russian influence on public figures that was clearly aimed at producing dirt on the opposition. To pacify angry farmers the government blocked imports of Ukrainian grain, sparking a diplomatic crisis.\nFinally, in September, a bribery scandal erupted in the foreign ministry. Hundreds of thousands of visas may have been improperly issued to Asians and Africans. (In one case a group of Indians pretended to shoot a Bollywood movie in Poland, then flew on to Mexico, where they tried to cross into America.) The scandal hurts PiS in one of its core issues: immigration.\n\nMany voters give PiS credit for Poland’s prosperity. GDP grew 3.2% per year in the decade to 2021, and the government has invested in poor regions, especially in the east, where PiS is strongest. Slow roads and trains have been replaced with fast ones. The government has reopened hundreds of police stations closed when Mr Tusk was in power. Outside the eastern city of Lublin, Robert, an IT worker, says he wishes PiS “stole less”, but prefers it to the opposition because it spreads the money around. Andrzej Zybertowicz, a sociologist who advises Poland’s president, Andrzej Duda, thinks even voters who dislike PiS may fear that a new team would disrupt their benefits. Rural voters viscerally distrust Mr Tusk, recalling his raising of the retirement age in 2012. He is seen to have abandoned Poland for glitzy Brussels. But KO has done little to change their minds, tailoring its message to urban voters. \nPiS’s control of the state apparatus is the root of its power. Orlen, a state company that owns most of the country’s petrol stations, has kept prices low before the election—so low that many pumps have run out of fuel. The government will reward counties for high election turnout with money for fire stations, but only in rural areas (which tend to vote for PiS). Parliament has refused to update electoral districts to reflect population changes, so liberal cities have too few MPs. The Election Observatory, a watchdog, estimates that Warsaw should have 34 seats rather than its current 20. Meanwhile, the government will stage referendums alongside the election on questions such as whether to tear down Poland’s border fence, falsely implying that the opposition supports this.\nYet trying to capture the state has hurt PiS, too. Its efforts to give the government control of the judiciary have been ruled illegal by the European Court of Justice. The EU is withholding €35bn ($37bn) in covid-recovery funds until more of the changes are rolled back. (Mr Tusk notes that this means Polish taxpayers are in effect funding German infrastructure.) The government has made moves to comply, but these are “just for show”, says Ewa Wrzosek, a prosecutor and rule-of-law activist. Meanwhile PiS’s power-grabs have touched off a rule-of-law movement that has mobilised support for liberal goals. The women’s movement catalysed by PiS’s abortion ban plays a similar role. “There’s been a huge political backlash on women’s rights,” says Monika Chabior, deputy mayor of the city of Gdansk, who got her start as an organiser during the Women’s Strike.\nYoung people are often concerned with issues that do not line up with nationalism or liberalism. Many are frustrated by sky-high housing prices. Others worry about depression and mental health. On the left they gravitate to the Lewica (The Left) party. On the right they may embrace Confederation, a boozy far-right libertarian group that bashes PiS’s spending on welfare (and on Ukrainian refugees). Both were recently polling at about 10%, but the gender split is huge: Confederation draws three times more men than women. In the past few weeks it has been hurt by racism scandals and poor debate performances. Some of its voters may shift to Third Way, an alliance of two centrist parties, one headed by a former journalist and reality-TV host.\nNo coalition option looks secure. Confederation intermittently vows not to govern with PiS, and would be a fickle partner anyway. KO, Lewica and Third Way may together scrape a majority. But President Duda, who comes from PiS, could frustrate their efforts to govern—as could courts controlled by PiS appointees. That might mean new elections soon. But the opposition’s spirits are high. On October 1st it drew an estimated 600,000-800,000 people to a march in Warsaw. State television, controlled by PiS, did not cover it live. ■",https://www.economist.com/europe/2023/10/05/after-a-brutal-campaign-poland-gets-ready-to-vote,
30,Slovakia gives pro-Russian populist nationalism another win,"itutions, a yen for conspiracy theories and a deep anti-Americanism. Though 40% agree that Russia is primarily responsible for the war in Ukraine, 51% believe either that the West provoked Russia, or that Ukraine did so by “oppressing” Russian-speakers.  \nDominka Hajdu of Globsec explains that modern Slovak identity still stems from 19th-century pan-Slavic ideas that envisioned Russia as a protector. Many Slovaks still believe that “Russia is this big actor and we are poor, small Slovaks, and we have to do what they say because they’re so big—and we cannot do anything.” ■",https://www.economist.com/europe/2023/10/01/slovakia-gives-pro-russian-populist-nationalism-another-win,
31,Ukraine prepares for winter again as Russia targets its power grid,"n 44%. \nWith financial and physical help from its allies Ukraine’s engineers have been working around the clock to repair what they can in time for the coming winter. This comes on top of regular maintenance for a system with much aged equipment. But it is a slow process. \nOne hundred new high-voltage transformers have been ordered, half to be produced domestically and half procured abroad; but attacks on Ukrainian factories have meant that few domestic ones have actually been made. As they arrive the foreign ones will be kept safe in Poland and Romania until they are needed.\nGerman Galushchenko, Ukraine’s energy minister, says that the country is bracing for a renewed attack on its energy system but, with no more excess capacity and little in the way of spare equipment, it is much more vulnerable than it was last year. Ukraine’s allies have stumped up money but much is routed via international financial organisations. Their procurement processes for equipment are very slow, he says, so he is asking them for “a martial law approach” to speed things up. One important improvement compared to before the invasion is that Ukraine is now connected to the European grid, and so it can import power if needed. \nUkrainians now have plenty of experience of how to cope with large-scale attacks, says Mr Galushchenko; but he adds that he expects the Russians, too, to have learned from their experience of “failing to destroy the system”. When asked what is the best way to ensure that the lights stay on this winter, he says wearily that the country needs more air-defence systems. On September 21st, for the first time since the spring, Russia sent a wave of drones against the Ukrainian power grid; four-fifths of them were shot down.\nDTEK, a private company, produced around a quarter of Ukraine’s energy before the war. Since then it has lost more than 20% of its capacity, says Dmytro Sakharuk, its executive director. Of its pre-war workforce of 60,000, some 5,000 are now in the army. So many have gone to fight that 250 women are now working underground in its coal mines (before the war women did not work underground). The most frustrating thing, he says, is that when DTEK crews repair or replace damaged equipment the Russians simply attack it again. “It is like being a hamster in a wheel.” \nMr Sakharuk also says that cyber-attacks could be an even bigger threat this winter than missiles and drones. A successful assault “can paralyse the whole system” and that can be “much more dangerous than physical damage”. Ever since the invasion began DTEK and Ukraine’s cyber warriors have been battling Russia’s hackers; and this, he says, is “a game of cat and mouse”. Once you develop a new way to protect yourself the hackers find a new way around your defences. “You are always in motion,” he says.  ■",https://www.economist.com/europe/2023/10/02/ukraine-prepares-for-winter-again-as-russia-targets-its-power-grid,
32,Spain’s Socialists are struggling to recover power,s well—in order to pass laws. But he may prefer that to holding yet another election to break the deadlock. ■,https://www.economist.com/europe/2023/10/05/spains-socialists-are-struggling-to-recover-power,
33,What should Ireland’s government do with a huge budget surplus?,"of the rainbow, but fears it may not be gold. ■",https://www.economist.com/europe/2023/10/05/what-should-irelands-government-do-with-a-huge-budget-surplus,
34,Europe is stuck in a need-hate relationship with migrants,"sence to be bribed with EU cash to deter smugglers using its shores. A similar deal with Turkey helped stem the flow in 2016. But that too is not working well. \nA meeting of EU leaders on October 6th is meant to cool mounting tempers. For there have been spats aplenty of late. Italy is fuming at Germany about its government funding for NGOs that succour small boats in the Mediterranean. What in Berlin is deemed a “moral duty” to save imperilled migrants is decried in Rome as a “pull factor” for asylum-seekers; a politician in Giorgia Meloni’s hard-right ruling coalition has compared the arrival of migrants to the German invasions of the second world war. Schengen, the passport-free travel area, is shrinking by the day as country after country brings back border controls. On September 27th Germany reimposed some passport checks on Poland, in part as a result of authorities there having been busted selling visas in Asia and Africa. \nNobody quite knows why the migrant numbers are surging. Some are fleeing persecution, though most arriving in Europe are ultimately deemed to want to move for economic reasons and will thus be denied refugee status. Yet economic migrants are just what many countries in the EU are looking for, amid tight labour markets and dire demographic projections. Italy has announced it will issue 425,000 work permits to non-EU nationals by 2025. Germany needs 400,000 foreign workers a year as baby-boomers retire; as it happens, that is roughly the probable number of this year’s asylum requests. Both Greece and France are mulling ways to regularise undocumented migrants willing to work in industries struggling to recruit. Even central Europe, long reluctant to accept migrants, is bringing in lots. Hail an Uber in Warsaw these days and it is likely to be driven by an Uzbek or a Turk. \nWorkers of the world, migrate\nIt does not naturally follow that a shortage of job applicants in Europe would best be filled by whoever is willing to pay smugglers to get them there. But surely better ways exist to reconcile the hole in European labour markets with the bulge of migrants willing to fill it. “Europe is already in the midst of a global battle for labour that will only get fiercer as time passes,” says Michael Spindelegger, head of the International Centre for Migration Policy Development in Vienna. America, one of Europe’s rivals for willing hands, has a “green-card lottery” system to allow in over 50,000 people a year to work legally. Millions apply—and may thus be dissuaded from trying their chance illegally, though plenty of others do. Opening such legal channels in Europe would at least provide competition for the smugglers preying on human misery. \nA dose of such self-interested generosity would allow the EU to emerge from its migrant-repelling with its moral credentials (nearly) intact. Meanwhile the situation is the worst of all worlds, with little prospect for improvement. So far this year at least 2,500 people have died or are missing having tried to cross the Mediterranean. That is a stain on a continent that likes to consider itself a force for good in the world. In its battle against illegal migration, Europe should not forget that tomorrow it may be politely inviting in much the same people it is today letting drown. ■\nRead more from Charlemagne, our columnist on European politics: \nThe definition of Europe has always been both inspiring and incoherent (Sep 27th)\nEurope’s conservative populists pit migrants against babies (Sep 20th)\nMeet Matus Vallo, Bratislava’s hipster mayor-architect (Sep 14th)\nAlso: How the Charlemagne column got its name",https://www.economist.com/europe/2023/10/04/europe-is-stuck-in-a-need-hate-relationship-with-migrants,
35,A glimpse of the Conservative Party after Rishi Sunak,"nsport secretary, promised to halt what he termed the “sinister” spread of “15-minute cities”—an urban-planning concept that cranks see as an instrument of government oppression. Claire Coutinho, the environment secretary and a protégé of Mr Sunak, claimed without basis that Labour would introduce a meat tax, noting that Sir Keir Starmer, the opposition leader, doesn’t eat it. \nSuella Braverman, the home secretary who openly manoeuvres to succeed Mr Sunak, thrilled members with a dark and swirling address that warned of a “hurricane” of migration, and of a political class “too squeamish about being smeared as racist to properly bring order to the chaos”. British cities could “go the way of San Francisco or Seattle”, she said, an allusion that may be lost on Britons without access to Fox News. Ms Braverman is a standard-bearer for leaving the European Convention on Human Rights, which will become a litmus test for the next Tory leader, and which may split the party as Brexit did.  Rhetoric is a ratchet; norms that are set in a weekend can take years to unwind. \nThe Conservative Party is becoming more strident, then. The next election is also likely to leave it more English and more southern. Using a model built by Ben Ansell of Nuffield College, Oxford, which applies a uniform national swing and allows for tactical voting, The Economist has looked at a series of election scenarios ranging from a Conservative majority of one to a repeat of the party’s polling during the Truss meltdown, which would reduce it to just 72 seats. \n\nEven a less cataclysmic defeat would reduce the sprawling coalition built by Boris Johnson, which stretched from Cornwall to Aberdeenshire, to its safest English seats (see chart). If the current Labour poll lead of 19 points came to pass at the next election, the share of Tory seats in southern and eastern England would rise from 54% of its MPs to 59%. MPs in Scotland, Wales and northern England would shrink from 24% of the party to 9%. (Boundary changes are liable to compound these effects.) The Northern Research Group, a faction of Tory MPs from the north of England, would fall from 38 listed members to just three. \nBut even if the Conservatives tilt right and become more concentrated geographically, the uneasy factional balance that characterises the modern Tory party would not be resolved. The evidence from the conference is that the fragmentation of the party into veto-wielding groupings is not abating. Since moderates and hardliners are sprinkled fairly evenly between marginals and safe seats, no election outcome is likely to make one faction dominant.\nAs part of our modelling, we mapped likely seat losses in various scenarios against Tory MPs’ declared support for current factional groupings. Once departing MPs are accounted for, members of the pro-Brexit European Research Group (whose leading lights have backed a new, socially conservative faction known as the New Conservatives) would still constitute between 22% and 25% of the party. The proportion of socially liberal One Nation Groupers would amount to between 9% and 15% of the party. Members of the Conservative Environment Network, a green-tinged faction, are set to comprise more than a third of the party in all scenarios. \nA new three-worded group is also on the march. Sunakites were confident, after Ms Truss’s calamitous mini-budget a year ago, that fiscal orthodoxy had re-established its primacy. They underestimated her. She emerged to a cheering fringe event at the conference to restate her wish for rapid corporation-tax cuts (Britain’s rising borrowing costs went unmentioned). \nHer faction—the Conservative Growth Group—claims to have 60 backers. Sir Jake Berry, another Tory MP, declared he has the supporters to form a “blocking majority” that would prevent the tax burden breaching its current high of 37% of GDP. All this jockeying would make for a gory spell in opposition. However unlikely, it would mean an even gorier fifth term in office. ■\nFor more expert analysis of the biggest stories in Britain, sign up to Blighty, our weekly subscriber-only newsletter.",https://www.economist.com/britain/2023/10/05/a-glimpse-of-the-conservative-party-after-rishi-sunak,
36,Impressions of a first-time visitor to the Tory conference,,https://www.economist.com/britain/2023/10/03/impressions-of-a-first-time-visitor-to-the-tory-conference,
